module_code,phytocore_code,module_name,registry_match,xlsx_axes,md_primary,md_secondary,md_all,xlsx_vs_md,only_in_xlsx,only_in_md,suggested_union,md_file_count,dose,contraindications,needs_review,raw_axis_text
166,Butea Male Vitality Module,BUTEA SUPERBA CAPSULE (Red Kwao Krua Capsules),BUTEA SUPERBA CAPSULE (Red Kwao Krua Capsules),A14;A21;A24;A29;A33,A33,A14;A21;A24;A29,A14;A21;A24;A29;A33,AGREE,,,A14;A21;A24;A29;A33,1,,,,Axis 33 Male Androgen Axis Secondary Axes Axis 21 Endothelial Function Axis Axis 24 Hemodynamic & Arterial Elasticity Axis Axis 29 Muscle Protein Turnover Axis Axis 14 Longevity Signaling Axis
167,Bencha-Kul Metabolic Fire Module,BENCHAKUN CAPSULE (Benjakun Capsule Medicine),BENCHAKUN CAPSULE (Benjakun Capsule Medicine),A5;A6;A7;A16;A17;A18,A7;A17,A5;A6;A16;A18,A5;A6;A7;A16;A17;A18,AGREE,,,A5;A6;A7;A16;A17;A18,1,,,,Axis 17 Digestive–Absorptive Axis Axis 7 Nutrient Sensing Axis Secondary Axes Axis 5 Glucose–Insulin Regulation Axis Axis 6 Lipid Metabolism Axis Axis 18 Microbiome Ecology Axis Axis 16 Detoxification Axis
168,Vetchakorn Neuro-Sleep Module No.6,YA VETCHAKORN NO.6 (Medicine Vejakorn Number 6),YA VETCHAKORN NO.6 (Medicine Vejakorn Number 6),A1;A17;A18;A34;A35,A35,A1;A17;A18;A34,A1;A17;A18;A34;A35,AGREE,,,A1;A17;A18;A34;A35,1,,,,Axis 35 Neuro-Sleep-Brain Clearance Axis Secondary Axes Axis 17 Digestive–Absorptive Axis Axis 18 Microbiome Ecology Axis Axis 1 Systemic Inflammatory Load Axis Axis 34 Thyroid-Adrenal-Growth Axis
169,Ho Ren Yin Vital Organ Restore Module,HO RENYIN CAPSULE          Horenyin Capsule,HO RENYIN CAPSULE          Horenyin Capsule,A2;A14;A28;A34;A35;A36,A14;A28,A2;A34;A35;A36,A2;A14;A28;A34;A35;A36,AGREE,,,A2;A14;A28;A34;A35;A36,1,,,,Axis 14 Longevity Signaling Axis Axis 28 Stem Cell & Regenerative Reserve Axis Secondary Axes Axis 2 Immune Homeostasis Axis Axis 34 Thyroid-Adrenal-Growth Axis Axis 35 Neuro-Sleep-Brain Clearance Axis Axis 36 Oncology Control Axis (supportive context)
170,Bitter Melon Glycemic Balance Module,MOMORDICA CHARANTIA CAPSULE         Bitter melon capsules,MOMORDICA CHARANTIA CAPSULE         Bitter melon capsules,A1;A5;A6;A8;A21,A5,A1;A6;A8;A21,A1;A5;A6;A8;A21,AGREE,,,A1;A5;A6;A8;A21,1,,,,Axis 5 Glucose–Insulin Regulation Axis Secondary Axes Axis 6 Lipid Metabolism Axis Axis 1 Systemic Inflammatory Load Axis Axis 8 Mitochondrial Network Axis Axis 21 Endothelial Function Axis
171,Microcirculation & Blood Qi Regulation Module,Tangchou Plus Sanchi,TANGCHOU PLUS SANCHI,A5;A6;A20,A5;A6;A7;A10;A14;A20,A21;A29,A5;A6;A7;A10;A14;A20;A21;A29,PARTIAL,,A7;A10;A14;A21;A29,A5;A6;A7;A10;A14;A20;A21;A29,6,,,,Axis 6 Cardiovascular Axis 20 Microcirculation Axis 5 Inflammation
172,Venous Circulation Support Module,Variz,VARIZ,A6;A17;A20,A2;A3;A6;A9;A17;A20;A24,A2;A19;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,PARTIAL,,A2;A3;A9;A19;A24;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,6,,,,Axis 6 Cardiovascular Axis 20 Microcirculation Axis 17 Connective tissue
173,Endothelial Detox & Hemodynamics Module,EDH,EDH,A3;A5;A6,A1;A3;A5;A6;A9;A13,A14;A16,A1;A3;A5;A6;A9;A13;A14;A16,PARTIAL,,A1;A9;A13;A14;A16,A1;A3;A5;A6;A9;A13;A14;A16,4,,,,Axis 6 Cardiovascular Axis 3 Oxidative stress Axis 5 Inflammation
174,Circulatory Flow Optimization Module,Stream,Stream,A6;A10;A20,A3;A6;A8;A10;A20,,A3;A6;A8;A10;A20,PARTIAL,,A3;A8,A3;A6;A8;A10;A20,2,,,,Axis 6 Cardiovascular Axis 10 Nervous system Axis 20 Microcirculation
175,Cellular Regeneration Module,VitaCel,VITACEL,A3;A11;A18,A3;A5;A10;A11;A14;A15;A16;A18,A8,A3;A5;A8;A10;A11;A14;A15;A16;A18,PARTIAL,,A5;A8;A10;A14;A15;A16,A3;A5;A8;A10;A11;A14;A15;A16;A18,6,,,,Axis 11 Mitochondria Axis 18 Longevity Axis 3 Oxidative stress
176,Osteogenic Mineral Support Module,Redcal,REDCAL,A22;A24,A3;A22;A24;A25;A29;A30;A34,A24;A29,A3;A22;A24;A25;A29;A30;A34,PARTIAL,,A3;A25;A29;A30;A34,A3;A22;A24;A25;A29;A30;A34,6,,,,Axis 22 Skeletal Axis 24 Mineral metabolism
177,Immune Priming Module,IM-1 Betaglucan,IM-1 Beta Glucan,A4;A18;A19,A2;A4;A5;A18;A19,A1;A36,A1;A2;A4;A5;A18;A19;A36,PARTIAL,,A1;A2;A5;A36,A1;A2;A4;A5;A18;A19;A36,4,,,,Axis 4 Immune Axis 19 Cancer surveillance Axis 18 Longevity
178,Renal Detoxification Module,KD,KD,A1;A5;A12,A1;A5;A12;A17;A35,,A1;A5;A12;A17;A35,PARTIAL,,A17;A35,A1;A5;A12;A17;A35,2,,,,Axis 12 Kidney Axis 1 Detox Axis 5 Inflammation
179,Renal Recovery Module,Renax,Renax,A5;A12;A20,A5;A6;A12;A17;A20;A39,,A5;A6;A12;A17;A20;A39,PARTIAL,,A6;A17;A39,A5;A6;A12;A17;A20;A39,2,,,,Axis 12 Kidney Axis 20 Microcirculation Axis 5 Inflammation
180,Digestive Enzyme Balance Module,Sinaza,Sinaza,A5;A15;A16,A5;A15;A16,,A5;A15;A16,AGREE,,,A5;A15;A16,2,,,,Axis 15 Digestive Axis 16 Microbiome Axis 5 Inflammation
181,Tangchou Plus Sanchi Module,TANGCHOU PLUS SANCHI,TANGCHOU PLUS SANCHI,,A5;A6;A7;A10;A14;A20,A21;A29,A5;A6;A7;A10;A14;A20;A21;A29,MD_ONLY(no xlsx axes),,A5;A6;A7;A10;A14;A20;A21;A29,A5;A6;A7;A10;A14;A20;A21;A29,6,,,,Microcirculation Brain perfusion Anti-thrombosis
182,Variz Venous Circulation Module,VARIZ,VARIZ,,A2;A3;A6;A9;A17;A20;A24,A2;A19;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,MD_ONLY(no xlsx axes),,A2;A3;A6;A9;A17;A19;A20;A24;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,6,,,,Venous system Lymphatic flow
183,EDH Liver Detox Module,EDH,EDH,,A1;A3;A5;A6;A9;A13,A14;A16,A1;A3;A5;A6;A9;A13;A14;A16,MD_ONLY(no xlsx axes),,A1;A3;A5;A6;A9;A13;A14;A16,A1;A3;A5;A6;A9;A13;A14;A16,4,,,,Hepatic detoxification Phase I / Phase II detox
184,Stream Cardiovascular Protection Module,STREAM PLUS,STREAM PLUS,A6;A7;A16;A20;A21;A22;A23,A6;A7;A16;A20;A21;A22;A23,,A6;A7;A16;A20;A21;A22;A23,AGREE,,,A6;A7;A16;A20;A21;A22;A23,1,,,,Heart Blood vesselsAxis 6: Lipid–Lipotoxicity                                   Axis 7: Nutrient Sensing (AMPK–mTOR)             Axis 16: Digestive–Absorptive                           Axis 20: Endothelial Function                            Axis 21: Vascular Remodeling & Microcirculation Axis 22: T
185,VitaCel Cellular Energy Module,VITACEL,VITACEL,,A3;A5;A10;A11;A14;A15;A16;A18,A8,A3;A5;A8;A10;A11;A14;A15;A16;A18,MD_ONLY(no xlsx axes),,A3;A5;A8;A10;A11;A14;A15;A16;A18,A3;A5;A8;A10;A11;A14;A15;A16;A18,6,,,,Cellular metabolism Mitochondria
186,RedCal Bone Density Module,REDCAL,REDCAL,A29,A3;A22;A24;A25;A29;A30;A34,A24;A29,A3;A22;A24;A25;A29;A30;A34,PARTIAL,,A3;A22;A24;A25;A30;A34,A3;A22;A24;A25;A29;A30;A34,6,,,,Skeletal system                                                      Axis 29: Bone Remodeling
187,IM-1 Beta Glucan Immune Module,IM-1,IM-1,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A20;A22;A23;A24;A25;A26;A27;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A20;A22;A23;A24;A25;A26;A27;A32;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A20;A22;A23;A24;A25;A26;A27;A32;A36,PARTIAL,,A32,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A20;A22;A23;A24;A25;A26;A27;A32;A36,2,,,,Innate immunity                                              Axis 1: Systemic Inflammatory Load                 Axis 2: Immune Homeostasis                              Axis 3: Pathogen Defense (Host Defense)           Axis 4: Post‑Infectious Persistence                 Axis 5: Glucose–Insulin Regula
188,KD Kidney Protection Module,,UNMATCHED,A35,,,,XLSX_ONLY(no md),A35,,A35,0,,,NOT_IN_REGISTRY,Renal function                                                Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)
189,Renax Renal Detox Module,,None,A26;A27;A36,A2;A3;A4;A26;A27;A35;A36,,A2;A3;A4;A26;A27;A35;A36,PARTIAL,,A2;A3;A4;A35,A2;A3;A4;A26;A27;A35;A36,3,,,,Kidney detox Electrolyte balance                       Axis 26: Stem Cell & Hematopoiesis                  Axis 27: Glycation / Carbonyl Stress (AGE)         Axis 36: Oncology                                          AXIS 37 Protein Quality Control System Axis       AXIS 38 Protein Clearance & Prote
190,Sinaza Digestive Enzyme Module,,UNMATCHED,A2;A3;A4;A35,,,,XLSX_ONLY(no md),A2;A3;A4;A35,,A2;A3;A4;A35,0,,,NOT_IN_REGISTRY,Digestive system                                              Axis 2: Immune Homeostasis                            Axis 3: Pathogen Defense (Host Defense)           Axis 4: Post‑Infectious Persistence                     Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)
191,,ZAMINZYME,ZAMINZYME,A17;A18;A19;A28;A29;A30;A31;A35,A17;A18;A19;A28;A29;A30;A31;A35,,A17;A18;A19;A28;A29;A30;A31;A35,AGREE,,,A17;A18;A19;A28;A29;A30;A31;A35,1,,,,Axis 17: Microbiome Ecology                            Axis 18: Gut Barrier & Mucosal Integrity               Axis 19: Colon Biofilm & Mucosal Burden            Axis 28: Muscle Protein Turnover                       Axis 29: Bone Remodeling                                Axis 30: Connective Tissue I
192,,STREAM X,STREAM X,A6;A7;A16;A20;A21;A22;A23,A6;A7;A16;A20;A21;A22;A23,,A6;A7;A16;A20;A21;A22;A23,AGREE,,,A6;A7;A16;A20;A21;A22;A23,1,,,,Axis 6: Lipid–Lipotoxicity                                   Axis 7: Nutrient Sensing (AMPK–mTOR)             Axis 16: Digestive–Absorptive                           Axis 20: Endothelial Function                            Axis 21: Vascular Remodeling & Microcirculation Axis 22: Thrombosis–Hemostasi
193,,IM 9,IM 9,A1;A2;A3;A4;A5;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,PARTIAL,,A6,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,2,,,,Axis 1: Systemic Inflammatory Load                   Axis 2: Immune Homeostasis                         Axis 3: Pathogen Defense (Host Defense)          Axis 4: Post‑Infectious Persistence                    Axis 5: Glucose–Insulin Regulation                 Axis 7: Nutrient Sensing (AMPK–mTOR)     
194,,BETA 1,BETA 1,A36,A36,,A36,AGREE,,,A36,1,,,,Axis 36: Oncology
195,,IM-7,IM-7,A1;A2;A3;A4;A5;A6;A7;A8;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,AGREE,,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,1,,,,Axis 1: Systemic Inflammatory Load                    Axis 2: Immune Homeostasis                            Axis 3: Pathogen Defense (Host Defense)          Axis 4: Post‑Infectious Persistence                    Axis 5: Glucose–Insulin Regulation                   Axis 6: Lipid–Lipotoxicity         
196,,RIZZO,Rizzo Capsule,A12;A35;A36,A1;A4;A9;A12;A18;A22;A35;A36,,A1;A4;A9;A12;A18;A22;A35;A36,PARTIAL,,A1;A4;A9;A18;A22,A1;A4;A9;A12;A18;A22;A35;A36,2,,,,Axis 12: Epigenetic Regulation                           Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                          Axis 36: Oncology
197,,BETA 5,BETA 5 Capsule,A36,A36,,A36,AGREE,,,A36,2,,,,Axis 36: Oncology
198,,RIZZ,RIZZ,A35;A36,A35;A36,,A35;A36,AGREE,,,A35;A36,1,,,,Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                            Axis 36: Oncology
199,,CURMINA,CURMINA,A35,A35,,A35,AGREE,,,A35,1,,,,Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)
200,,BETA G,BETA G,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A24;A25;A26;A27;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A18;A24;A25;A26;A27;A34;A35;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A18;A24;A25;A26;A27;A34;A35;A36,PARTIAL,,A18;A34;A35,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A18;A24;A25;A26;A27;A34;A35;A36,2,,,,Axis 1: Systemic Inflammatory Load               Axis 2: Immune Homeostasis                          Axis 3: Pathogen Defense (Host Defense)       Axis 4: Post‑Infectious Persistence                Axis 5: Glucose–Insulin Regulation                Axis 6: Lipid–Lipotoxicity                          
201,,LANA,LANA,A31;A33;A35;A36,A7;A15;A18;A31;A33;A35;A36,,A7;A15;A18;A31;A33;A35;A36,PARTIAL,,A7;A15;A18,A7;A15;A18;A31;A33;A35;A36,2,,,,Axis 31: Female Hormone                                Axis 33: Thyroid–Adrenal–Growth                    Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                         Axis 36: Oncology
202,,IM 6,IM-6 Capsule,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,PARTIAL,,A17,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,3,,,,Axis 1: Systemic Inflammatory Load                  Axis 2: Immune Homeostasis                            Axis 3: Pathogen Defense (Host Defense)          Axis 4: Post‑Infectious Persistence                    Axis 5: Glucose–Insulin Regulation                  Axis 6: Lipid–Lipotoxicity            
203,,HEPA 3,HEPA-3 Capsule,A15;A35;A36,A1;A5;A6;A8;A9;A13;A15;A21;A24;A35;A36,,A1;A5;A6;A8;A9;A13;A15;A21;A24;A35;A36,PARTIAL,,A1;A5;A6;A8;A9;A13;A21;A24,A1;A5;A6;A8;A9;A13;A15;A21;A24;A35;A36,3,,,,Axis 15: Detoxification & Cellular Defense           Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                           Axis 36: Oncology
204,,SANGVICHAI,Sangvichai,A12;A13;A14;A22;A23;A33;A34;A35,A1;A8;A9;A10;A12;A13;A14;A17;A21;A22;A23;A24;A33;A34;A35;A36;A39,,A1;A8;A9;A10;A12;A13;A14;A17;A21;A22;A23;A24;A33;A34;A35;A36;A39,PARTIAL,,A1;A8;A9;A10;A17;A21;A24;A36;A39,A1;A8;A9;A10;A12;A13;A14;A17;A21;A22;A23;A24;A33;A34;A35;A36;A39,2,,,,Axis 12: Epigenetic Regulation                          Axis 13: Longevity Signaling (SIRT–FOXO–IGF) Axis 14: Senescence & SASP                         Axis 22: Thrombosis–Hemostasis                     Axis 23: Hemodynamics & Arterial Elasticity        Axis 33: Thyroid–Adrenal–Growth               
205,,LIVOXY PLUS,LIVOXY PLUS,A8;A9;A25;A26;A27;A36,A8;A9;A25;A26;A27;A36,,A8;A9;A25;A26;A27;A36,AGREE,,,A8;A9;A25;A26;A27;A36,1,,,,Axis 8: Mitochondrial Network  	                     Axis 9: Oxidative Stress	                             Axis 25: Fibrosis & ECM Remodeling                     Axis 26: Stem Cell & Hematopoiesis 	     Axis 27: Glycation / Carbonyl Stress (AGE)       Axis 36: Oncology
206,,BONAX,Bonax Capsule,A29,A29,,A29,AGREE,,,A29,1,,,,Axis 29: Bone Remodeling                               AXIS 37 Protein Quality Control System Axis
207,,BETA L,Beta L Capsule,A1;A36,A1;A3;A9;A15;A17;A20;A36,,A1;A3;A9;A15;A17;A20;A36,PARTIAL,,A3;A9;A15;A17;A20,A1;A3;A9;A15;A17;A20;A36,2,,,,Axis 1: Systemic Inflammatory Load                   Axis 36: Oncology                                          AXIS 37 Protein Quality Control System Axis
208,,BRANARIS,BRANARIS,A38,A38,,A38,AGREE,,,A38,1,,,,Axis 38Protein Clearance & Proteotoxic Stress                                                                       AXIS 37 Protein Quality Control System Axis
209,,PSYLAZA,Psylaza Capsule,A33;A34;A35;A38;A39,A9;A21;A22;A33;A34;A35;A38;A39,,A9;A21;A22;A33;A34;A35;A38;A39,PARTIAL,,A9;A21;A22,A9;A21;A22;A33;A34;A35;A38;A39,2,,,,Axis 33: Thyroid–Adrenal–Growth                      Axis 34: Neuro–Sleep–Stress–Brain Clearance (Meta‑Axis)                                                    Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                           AXIS 37 Protein Quality Control S
210,,URANA 2,URANA 2,A15;A35;A36,A15;A35;A36,,A15;A35;A36,AGREE,,,A15;A35;A36,1,,,,Axis 15: Detoxification & Cellular Defense           Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                           Axis 36: Oncology
211,,LYPHOLAX,LYPHOLAX,A15;A17;A19;A35;A36;A39,A15;A17;A19;A35;A36;A39,,A15;A17;A19;A35;A36;A39,AGREE,,,A15;A17;A19;A35;A36;A39,1,,,,Axis 15: Detoxification & Cellular Defense           Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                           Axis 36: Oncology                                          Axis 17: Microbiome Ecology                            Axis 19: Colon Biofilm & M
212,,KERRIX PLUS,KERRIX PLUS,A36,A36,,A36,AGREE,,,A36,1,,,,Axis 36: Oncology
213,,KERRINA REFRESHING MOUTH SPRAY,KERRINA REFRESHING MOUTH SPRAY,,,,,NEITHER,,,,1,,,NO_AXES,
214,,B-FRESH MINERAL SOAP BAR,B-FRESH MINERAL SOAP BAR,,,,,NEITHER,,,,1,,,NO_AXES,
215,,ORYGIS PD HERB MOISTURIZER OIL,ORYGIS PD HERB MOISTURIZER OIL,,,,,NEITHER,,,,1,,,NO_AXES,
216,,BETA M,BETA M,A1;A2;A3;A4;A5;A6;A7;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,A1;A2;A3;A4;A5;A6;A7;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,,A1;A2;A3;A4;A5;A6;A7;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,AGREE,,,A1;A2;A3;A4;A5;A6;A7;A9;A11;A12;A13;A14;A24;A25;A26;A27;A36,1,,,,Axis 1: Systemic Inflammatory Load                   Axis 2: Immune Homeostasis                         Axis 3: Pathogen Defense (Host Defense)          Axis 4: Post‑Infectious Persistence                    Axis 5: Glucose–Insulin Regulation                    Axis 6: Lipid–Lipotoxicity            
217,,UMX,UMX,A36,A36,,A36,AGREE,,,A36,1,,,,Axis 36: Oncology
218,,IM9,IM9,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,,,,XLSX_ONLY(no md),A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A22;A24;A25;A26;A27;A36,0,,,,Axis 1: Systemic Inflammatory Load                   Axis 2: Immune Homeostasis                         Axis 3: Pathogen Defense (Host Defense)          Axis 4: Post‑Infectious Persistence                    Axis 5: Glucose–Insulin Regulation                 Axis 6: Lipid–Lipotoxicity               
,,COMPOUND YHATEENNOK CAPSULE,COMPOUND YHATEENNOK CAPSULE,,A1;A9;A21;A22;A27;A32;A33,,A1;A9;A21;A22;A27;A32;A33,MD_ONLY(not in xlsx),,A1;A9;A21;A22;A27;A32;A33,A1;A9;A21;A22;A27;A32;A33,1,,,MODULE_NOT_IN_XLSX,
,,Centella Asiatica Capsule,Centella Asiatica Capsule,,A9;A21;A22;A25;A31;A33;A34,,A9;A21;A22;A25;A31;A33;A34,MD_ONLY(not in xlsx),,A9;A21;A22;A25;A31;A33;A34,A9;A21;A22;A25;A31;A33;A34,1,,,MODULE_NOT_IN_XLSX,
,,HOUTTUYNIA CORDATA CAPSULE,HOUTTUYNIA CORDATA CAPSULE,,A1;A2;A3;A9;A18;A19;A21,,A1;A2;A3;A9;A18;A19;A21,MD_ONLY(not in xlsx),,A1;A2;A3;A9;A18;A19;A21,A1;A2;A3;A9;A18;A19;A21,1,,,MODULE_NOT_IN_XLSX,
